num_pozo,nom_pozo,cve_acui,nom_acuif,nom_edo,latitud,longitud,elev_brocal_m,anio_primero,anio_ultimo,pne_primero_m,pne_ultimo_m,delta_pne_m,anios_span,tasa_abatimiento_m_anio,n_obs,en_bbox_piloto,nivel_estres
8122,Parque Metropolitano 2,1501,VALLE DE TOLUCA,México,19.269497,-99.65173,2678.6,,,,,,,,1.0,False,SIN_SERIE
8123,Moderna de la Cruz,1501,VALLE DE TOLUCA,México,19.265438,-99.656326,2689.7,,,,,,,,1.0,False,SIN_SERIE
8124,Panteon Municipal,1501,VALLE DE TOLUCA,México,19.257925,-99.643837,2674.5,,,,,,,,1.0,False,SIN_SERIE
8125,Magdalena Ocotitlan,1501,VALLE DE TOLUCA,México,19.269332,-99.63909,2660.2,,,,,,,,1.0,False,SIN_SERIE
8126,Valle Don Camilo,1501,VALLE DE TOLUCA,México,19.275916,-99.636538,2650.1,,,,,,,,1.0,False,SIN_SERIE
8127,Pozo 2,1501,VALLE DE TOLUCA,México,19.292376,-99.57251,2586.6,,,,,,,,1.0,False,SIN_SERIE
8128,Pozo 1,1501,VALLE DE TOLUCA,México,19.294639,-99.571018,2586.4,,,,,,,,1.0,False,SIN_SERIE
8129,Pozo 3,1501,VALLE DE TOLUCA,México,19.293336,-99.572502,2586.9,,,,,,,,1.0,False,SIN_SERIE
8130,Pozo 1,1501,VALLE DE TOLUCA,México,19.295432,-99.618451,2616.5,,,,,,,,1.0,False,SIN_SERIE
8131,Pozo 2,1501,VALLE DE TOLUCA,México,19.295461,-99.61984,2617.6,,,,,,,,1.0,False,SIN_SERIE
8132,Pozo 3,1501,VALLE DE TOLUCA,México,19.297114,-99.619802,2618.3,,,,,,,,1.0,False,SIN_SERIE
8133,Pozo 1,1501,VALLE DE TOLUCA,México,19.288172,-99.551678,2578.4,,,,,,,,1.0,False,SIN_SERIE
8134,Pozo 2,1501,VALLE DE TOLUCA,México,19.289551,-99.551127,2578.9,,,,,,,,1.0,False,SIN_SERIE
8135,Pozo 2,1501,VALLE DE TOLUCA,México,19.290052,-99.619569,2619.4,,,,,,,,1.0,False,SIN_SERIE
8136,Pozo 3,1501,VALLE DE TOLUCA,México,19.290607,-99.616656,2616.5,,,,,,,,1.0,False,SIN_SERIE
8137,Pozo 1,1501,VALLE DE TOLUCA,México,19.298597,-99.571386,2585.7,,,,,,,,1.0,False,SIN_SERIE
